mol_id,ligand,receptor,score
mol0,rec_5_mol0.sdf,rec_final_5-noH.pdb,29.6377
mol0,rec_16_mol0.sdf,rec_final_16-noH.pdb,27.6340
mol0,rec_6_mol0.sdf,rec_final_6-noH.pdb,27.1871
mol0,rec_20_mol0.sdf,rec_final_20-noH.pdb,26.3064
mol0,rec_9_mol0.sdf,rec_final_9-noH.pdb,26.1340
mol0,rec_11_mol0.sdf,rec_final_11-noH.pdb,25.0906
mol0,rec_1_mol0.sdf,rec_final_1-noH.pdb,24.9111
mol0,rec_4_mol0.sdf,rec_final_4-noH.pdb,24.0777
mol0,rec_19_mol0.sdf,rec_final_19-noH.pdb,24.0233
mol0,rec_7_mol0.sdf,rec_final_7-noH.pdb,23.9525
mol0,rec_14_mol0.sdf,rec_final_14-noH.pdb,23.6633
mol0,rec_18_mol0.sdf,rec_final_18-noH.pdb,23.0486
mol0,rec_2_mol0.sdf,rec_final_2-noH.pdb,22.8595
mol0,rec_15_mol0.sdf,rec_final_15-noH.pdb,22.1649
mol0,rec_12_mol0.sdf,rec_final_12-noH.pdb,22.0137
mol1,rec_14_mol1.sdf,rec_final_14-noH.pdb,21.8304
mol1,rec_20_mol1.sdf,rec_final_20-noH.pdb,21.4703
mol1,rec_5_mol1.sdf,rec_final_5-noH.pdb,21.3106
mol1,rec_2_mol1.sdf,rec_final_2-noH.pdb,19.7388
mol1,rec_16_mol1.sdf,rec_final_16-noH.pdb,19.4647
mol1,rec_9_mol1.sdf,rec_final_9-noH.pdb,18.8974
mol1,rec_15_mol1.sdf,rec_final_15-noH.pdb,18.7254
mol1,rec_13_mol1.sdf,rec_final_13-noH.pdb,18.5023
mol1,rec_12_mol1.sdf,rec_final_12-noH.pdb,18.3666
mol1,rec_18_mol1.sdf,rec_final_18-noH.pdb,18.0984
mol1,rec_6_mol1.sdf,rec_final_6-noH.pdb,17.8825
mol1,rec_11_mol1.sdf,rec_final_11-noH.pdb,17.7558
mol1,rec_7_mol1.sdf,rec_final_7-noH.pdb,17.4678
mol1,rec_19_mol1.sdf,rec_final_19-noH.pdb,17.3936
mol1,rec_4_mol1.sdf,rec_final_4-noH.pdb,15.5076
mol1,rec_1_mol1.sdf,rec_final_1-noH.pdb,13.0388
mol2,rec_14_mol2.sdf,rec_final_14-noH.pdb,25.5315
mol2,rec_9_mol2.sdf,rec_final_9-noH.pdb,24.4092
mol2,rec_12_mol2.sdf,rec_final_12-noH.pdb,23.6191
mol2,rec_5_mol2.sdf,rec_final_5-noH.pdb,23.2339
mol2,rec_11_mol2.sdf,rec_final_11-noH.pdb,19.5772
mol2,rec_20_mol2.sdf,rec_final_20-noH.pdb,19.5324
mol2,rec_19_mol2.sdf,rec_final_19-noH.pdb,18.3073
mol2,rec_15_mol2.sdf,rec_final_15-noH.pdb,17.9586
mol2,rec_2_mol2.sdf,rec_final_2-noH.pdb,17.7439
mol2,rec_1_mol2.sdf,rec_final_1-noH.pdb,16.8098
mol2,rec_6_mol2.sdf,rec_final_6-noH.pdb,16.7569
mol2,rec_18_mol2.sdf,rec_final_18-noH.pdb,16.1200
mol2,rec_7_mol2.sdf,rec_final_7-noH.pdb,16.0572
mol2,rec_16_mol2.sdf,rec_final_16-noH.pdb,15.9358
mol2,rec_4_mol2.sdf,rec_final_4-noH.pdb,14.4237
mol3,rec_20_mol3.sdf,rec_final_20-noH.pdb,29.6972
mol3,rec_5_mol3.sdf,rec_final_5-noH.pdb,28.4180
mol3,rec_16_mol3.sdf,rec_final_16-noH.pdb,26.1222
mol3,rec_15_mol3.sdf,rec_final_15-noH.pdb,25.9097
mol3,rec_2_mol3.sdf,rec_final_2-noH.pdb,25.5202
mol3,rec_19_mol3.sdf,rec_final_19-noH.pdb,25.2428
mol3,rec_14_mol3.sdf,rec_final_14-noH.pdb,24.7425
mol3,rec_11_mol3.sdf,rec_final_11-noH.pdb,24.4979
mol3,rec_4_mol3.sdf,rec_final_4-noH.pdb,24.2023
mol3,rec_6_mol3.sdf,rec_final_6-noH.pdb,23.6811
mol3,rec_12_mol3.sdf,rec_final_12-noH.pdb,23.5959
mol3,rec_18_mol3.sdf,rec_final_18-noH.pdb,23.2240
mol3,rec_13_mol3.sdf,rec_final_13-noH.pdb,22.2551
mol3,rec_7_mol3.sdf,rec_final_7-noH.pdb,20.7405
mol3,rec_1_mol3.sdf,rec_final_1-noH.pdb,20.6517
mol4,rec_16_mol4.sdf,rec_final_16-noH.pdb,18.2596
mol4,rec_2_mol4.sdf,rec_final_2-noH.pdb,17.9704
mol4,rec_12_mol4.sdf,rec_final_12-noH.pdb,17.6256
mol4,rec_11_mol4.sdf,rec_final_11-noH.pdb,17.6136
mol4,rec_5_mol4.sdf,rec_final_5-noH.pdb,17.2028
mol4,rec_4_mol4.sdf,rec_final_4-noH.pdb,16.9939
mol4,rec_18_mol4.sdf,rec_final_18-noH.pdb,16.9492
mol4,rec_13_mol4.sdf,rec_final_13-noH.pdb,16.6209
mol4,rec_20_mol4.sdf,rec_final_20-noH.pdb,16.1791
mol4,rec_19_mol4.sdf,rec_final_19-noH.pdb,15.6988
mol4,rec_7_mol4.sdf,rec_final_7-noH.pdb,15.6035
mol4,rec_9_mol4.sdf,rec_final_9-noH.pdb,15.1978
mol4,rec_14_mol4.sdf,rec_final_14-noH.pdb,14.5057
mol4,rec_6_mol4.sdf,rec_final_6-noH.pdb,13.7253
mol4,rec_15_mol4.sdf,rec_final_15-noH.pdb,12.7326
mol5,rec_14_mol5.sdf,rec_final_14-noH.pdb,25.1721
mol5,rec_2_mol5.sdf,rec_final_2-noH.pdb,20.3468
mol5,rec_18_mol5.sdf,rec_final_18-noH.pdb,20.2611
mol5,rec_12_mol5.sdf,rec_final_12-noH.pdb,20.1488
mol5,rec_15_mol5.sdf,rec_final_15-noH.pdb,19.3341
mol5,rec_19_mol5.sdf,rec_final_19-noH.pdb,19.3236
mol5,rec_6_mol5.sdf,rec_final_6-noH.pdb,19.0289
mol5,rec_4_mol5.sdf,rec_final_4-noH.pdb,18.7032
mol5,rec_5_mol5.sdf,rec_final_5-noH.pdb,18.3970
mol5,rec_9_mol5.sdf,rec_final_9-noH.pdb,17.5132
mol5,rec_7_mol5.sdf,rec_final_7-noH.pdb,17.3959
mol5,rec_16_mol5.sdf,rec_final_16-noH.pdb,17.3313
mol5,rec_1_mol5.sdf,rec_final_1-noH.pdb,16.8607
mol5,rec_11_mol5.sdf,rec_final_11-noH.pdb,16.3744
mol5,rec_13_mol5.sdf,rec_final_13-noH.pdb,16.0247
mol6,rec_12_mol6.sdf,rec_final_12-noH.pdb,26.0164
mol6,rec_19_mol6.sdf,rec_final_19-noH.pdb,23.6506
mol6,rec_18_mol6.sdf,rec_final_18-noH.pdb,22.7973
mol6,rec_13_mol6.sdf,rec_final_13-noH.pdb,22.5237
mol6,rec_5_mol6.sdf,rec_final_5-noH.pdb,21.8256
mol6,rec_2_mol6.sdf,rec_final_2-noH.pdb,21.2275
mol6,rec_11_mol6.sdf,rec_final_11-noH.pdb,21.1012
mol6,rec_9_mol6.sdf,rec_final_9-noH.pdb,19.5147
mol6,rec_4_mol6.sdf,rec_final_4-noH.pdb,19.5020
mol6,rec_14_mol6.sdf,rec_final_14-noH.pdb,19.2260
mol6,rec_7_mol6.sdf,rec_final_7-noH.pdb,19.1815
mol6,rec_16_mol6.sdf,rec_final_16-noH.pdb,18.9999
mol6,rec_20_mol6.sdf,rec_final_20-noH.pdb,18.0896
mol6,rec_6_mol6.sdf,rec_final_6-noH.pdb,17.9742
mol6,rec_15_mol6.sdf,rec_final_15-noH.pdb,17.1279
mol6,rec_1_mol6.sdf,rec_final_1-noH.pdb,12.7864
mol7,rec_6_mol7.sdf,rec_final_6-noH.pdb,15.3876
mol7,rec_4_mol7.sdf,rec_final_4-noH.pdb,14.2365
mol7,rec_5_mol7.sdf,rec_final_5-noH.pdb,13.6454
mol7,rec_18_mol7.sdf,rec_final_18-noH.pdb,12.6674
mol7,rec_13_mol7.sdf,rec_final_13-noH.pdb,12.5715
mol7,rec_20_mol7.sdf,rec_final_20-noH.pdb,11.6152
mol7,rec_9_mol7.sdf,rec_final_9-noH.pdb,11.0689
mol7,rec_11_mol7.sdf,rec_final_11-noH.pdb,10.9670
mol7,rec_19_mol7.sdf,rec_final_19-noH.pdb,10.6598
mol7,rec_16_mol7.sdf,rec_final_16-noH.pdb,10.5726
mol7,rec_2_mol7.sdf,rec_final_2-noH.pdb,9.9451
mol7,rec_14_mol7.sdf,rec_final_14-noH.pdb,9.8053
mol7,rec_12_mol7.sdf,rec_final_12-noH.pdb,9.3886
mol7,rec_15_mol7.sdf,rec_final_15-noH.pdb,9.1148
mol7,rec_7_mol7.sdf,rec_final_7-noH.pdb,8.8153
mol8,rec_6_mol8.sdf,rec_final_6-noH.pdb,25.0188
mol8,rec_13_mol8.sdf,rec_final_13-noH.pdb,25.0058
mol8,rec_15_mol8.sdf,rec_final_15-noH.pdb,23.3880
mol8,rec_16_mol8.sdf,rec_final_16-noH.pdb,22.3283
mol8,rec_19_mol8.sdf,rec_final_19-noH.pdb,21.8671
mol8,rec_5_mol8.sdf,rec_final_5-noH.pdb,21.3907
mol8,rec_11_mol8.sdf,rec_final_11-noH.pdb,21.3191
mol8,rec_14_mol8.sdf,rec_final_14-noH.pdb,20.6333
mol8,rec_20_mol8.sdf,rec_final_20-noH.pdb,20.3903
mol8,rec_12_mol8.sdf,rec_final_12-noH.pdb,20.2876
mol8,rec_4_mol8.sdf,rec_final_4-noH.pdb,19.0198
mol8,rec_7_mol8.sdf,rec_final_7-noH.pdb,17.7013
mol8,rec_1_mol8.sdf,rec_final_1-noH.pdb,17.3022
mol8,rec_2_mol8.sdf,rec_final_2-noH.pdb,16.8109
mol9,rec_5_mol9.sdf,rec_final_5-noH.pdb,22.8825
mol9,rec_20_mol9.sdf,rec_final_20-noH.pdb,22.6200
mol9,rec_4_mol9.sdf,rec_final_4-noH.pdb,21.7827
mol9,rec_12_mol9.sdf,rec_final_12-noH.pdb,21.3444
mol9,rec_2_mol9.sdf,rec_final_2-noH.pdb,21.2584
mol9,rec_15_mol9.sdf,rec_final_15-noH.pdb,21.2445
mol9,rec_16_mol9.sdf,rec_final_16-noH.pdb,21.0975
mol9,rec_18_mol9.sdf,rec_final_18-noH.pdb,20.8826
mol9,rec_6_mol9.sdf,rec_final_6-noH.pdb,20.7456
mol9,rec_1_mol9.sdf,rec_final_1-noH.pdb,20.7195
mol9,rec_19_mol9.sdf,rec_final_19-noH.pdb,20.6036
mol9,rec_14_mol9.sdf,rec_final_14-noH.pdb,18.6731
mol9,rec_7_mol9.sdf,rec_final_7-noH.pdb,17.8024
mol9,rec_11_mol9.sdf,rec_final_11-noH.pdb,17.7535
mol10,rec_20_mol10.sdf,rec_final_20-noH.pdb,22.7752
mol10,rec_16_mol10.sdf,rec_final_16-noH.pdb,22.6415
mol10,rec_5_mol10.sdf,rec_final_5-noH.pdb,21.6829
mol10,rec_12_mol10.sdf,rec_final_12-noH.pdb,21.3705
mol10,rec_18_mol10.sdf,rec_final_18-noH.pdb,20.9949
mol10,rec_2_mol10.sdf,rec_final_2-noH.pdb,20.4894
mol10,rec_4_mol10.sdf,rec_final_4-noH.pdb,20.2331
mol10,rec_14_mol10.sdf,rec_final_14-noH.pdb,20.0616
mol10,rec_6_mol10.sdf,rec_final_6-noH.pdb,19.9720
mol10,rec_19_mol10.sdf,rec_final_19-noH.pdb,19.9430
mol10,rec_15_mol10.sdf,rec_final_15-noH.pdb,19.6333
mol10,rec_1_mol10.sdf,rec_final_1-noH.pdb,19.2122
mol10,rec_7_mol10.sdf,rec_final_7-noH.pdb,18.5158
mol10,rec_11_mol10.sdf,rec_final_11-noH.pdb,16.8436
mol11,rec_14_mol11.sdf,rec_final_14-noH.pdb,18.3343
mol11,rec_12_mol11.sdf,rec_final_12-noH.pdb,18.2068
mol11,rec_11_mol11.sdf,rec_final_11-noH.pdb,17.7849
mol11,rec_2_mol11.sdf,rec_final_2-noH.pdb,17.6001
mol11,rec_6_mol11.sdf,rec_final_6-noH.pdb,17.5685
mol11,rec_5_mol11.sdf,rec_final_5-noH.pdb,17.2886
mol11,rec_16_mol11.sdf,rec_final_16-noH.pdb,17.1946
mol11,rec_4_mol11.sdf,rec_final_4-noH.pdb,16.9392
mol11,rec_20_mol11.sdf,rec_final_20-noH.pdb,16.6677
mol11,rec_15_mol11.sdf,rec_final_15-noH.pdb,15.6040
mol11,rec_19_mol11.sdf,rec_final_19-noH.pdb,15.1699
mol11,rec_18_mol11.sdf,rec_final_18-noH.pdb,13.2957
mol11,rec_13_mol11.sdf,rec_final_13-noH.pdb,12.0278
mol11,rec_9_mol11.sdf,rec_final_9-noH.pdb,11.7635
mol11,rec_7_mol11.sdf,rec_final_7-noH.pdb,11.5002
mol12,rec_5_mol12.sdf,rec_final_5-noH.pdb,14.2846
mol12,rec_20_mol12.sdf,rec_final_20-noH.pdb,13.8858
mol12,rec_19_mol12.sdf,rec_final_19-noH.pdb,13.8639
mol12,rec_6_mol12.sdf,rec_final_6-noH.pdb,13.6027
mol12,rec_16_mol12.sdf,rec_final_16-noH.pdb,12.3714
mol12,rec_7_mol12.sdf,rec_final_7-noH.pdb,12.2214
mol12,rec_4_mol12.sdf,rec_final_4-noH.pdb,12.1743
mol12,rec_14_mol12.sdf,rec_final_14-noH.pdb,12.0634
mol12,rec_18_mol12.sdf,rec_final_18-noH.pdb,12.0452
mol12,rec_11_mol12.sdf,rec_final_11-noH.pdb,12.0384
mol12,rec_13_mol12.sdf,rec_final_13-noH.pdb,11.3633
mol12,rec_15_mol12.sdf,rec_final_15-noH.pdb,11.3620
mol12,rec_2_mol12.sdf,rec_final_2-noH.pdb,11.3471
mol12,rec_12_mol12.sdf,rec_final_12-noH.pdb,10.9094
mol12,rec_9_mol12.sdf,rec_final_9-noH.pdb,10.7983
mol13,rec_14_mol13.sdf,rec_final_14-noH.pdb,24.1441
mol13,rec_9_mol13.sdf,rec_final_9-noH.pdb,23.7255
mol13,rec_20_mol13.sdf,rec_final_20-noH.pdb,23.5390
mol13,rec_16_mol13.sdf,rec_final_16-noH.pdb,23.5032
mol13,rec_5_mol13.sdf,rec_final_5-noH.pdb,23.4296
mol13,rec_2_mol13.sdf,rec_final_2-noH.pdb,23.1854
mol13,rec_4_mol13.sdf,rec_final_4-noH.pdb,22.9498
mol13,rec_6_mol13.sdf,rec_final_6-noH.pdb,22.7472
mol13,rec_15_mol13.sdf,rec_final_15-noH.pdb,21.6563
mol13,rec_1_mol13.sdf,rec_final_1-noH.pdb,21.4180
mol13,rec_12_mol13.sdf,rec_final_12-noH.pdb,21.2491
mol13,rec_11_mol13.sdf,rec_final_11-noH.pdb,21.1219
mol13,rec_18_mol13.sdf,rec_final_18-noH.pdb,20.2792
mol13,rec_19_mol13.sdf,rec_final_19-noH.pdb,20.1937
mol13,rec_7_mol13.sdf,rec_final_7-noH.pdb,19.9775
mol14,rec_6_mol14.sdf,rec_final_6-noH.pdb,22.8126
mol14,rec_20_mol14.sdf,rec_final_20-noH.pdb,22.2914
mol14,rec_14_mol14.sdf,rec_final_14-noH.pdb,22.2645
mol14,rec_13_mol14.sdf,rec_final_13-noH.pdb,21.6162
mol14,rec_12_mol14.sdf,rec_final_12-noH.pdb,21.3264
mol14,rec_5_mol14.sdf,rec_final_5-noH.pdb,21.2584
mol14,rec_16_mol14.sdf,rec_final_16-noH.pdb,21.1348
mol14,rec_15_mol14.sdf,rec_final_15-noH.pdb,20.9601
mol14,rec_4_mol14.sdf,rec_final_4-noH.pdb,20.9472
mol14,rec_11_mol14.sdf,rec_final_11-noH.pdb,20.6979
mol14,rec_19_mol14.sdf,rec_final_19-noH.pdb,20.5506
mol14,rec_2_mol14.sdf,rec_final_2-noH.pdb,20.2064
mol14,rec_7_mol14.sdf,rec_final_7-noH.pdb,19.3794
mol14,rec_18_mol14.sdf,rec_final_18-noH.pdb,19.3747
mol14,rec_1_mol14.sdf,rec_final_1-noH.pdb,18.9298
mol15,rec_14_mol15.sdf,rec_final_14-noH.pdb,23.1976
mol15,rec_16_mol15.sdf,rec_final_16-noH.pdb,22.4601
mol15,rec_18_mol15.sdf,rec_final_18-noH.pdb,21.9029
mol15,rec_4_mol15.sdf,rec_final_4-noH.pdb,21.7838
mol15,rec_5_mol15.sdf,rec_final_5-noH.pdb,21.7354
mol15,rec_2_mol15.sdf,rec_final_2-noH.pdb,21.6845
mol15,rec_9_mol15.sdf,rec_final_9-noH.pdb,21.5528
mol15,rec_12_mol15.sdf,rec_final_12-noH.pdb,21.4463
mol15,rec_11_mol15.sdf,rec_final_11-noH.pdb,21.1349
mol15,rec_20_mol15.sdf,rec_final_20-noH.pdb,20.7667
mol15,rec_19_mol15.sdf,rec_final_19-noH.pdb,20.5561
mol15,rec_15_mol15.sdf,rec_final_15-noH.pdb,19.6279
mol15,rec_1_mol15.sdf,rec_final_1-noH.pdb,19.6237
mol15,rec_6_mol15.sdf,rec_final_6-noH.pdb,18.8770
mol15,rec_7_mol15.sdf,rec_final_7-noH.pdb,16.3606
mol16,rec_13_mol16.sdf,rec_final_13-noH.pdb,14.0186
mol16,rec_5_mol16.sdf,rec_final_5-noH.pdb,13.7208
mol16,rec_20_mol16.sdf,rec_final_20-noH.pdb,13.5303
mol16,rec_2_mol16.sdf,rec_final_2-noH.pdb,13.1589
mol16,rec_16_mol16.sdf,rec_final_16-noH.pdb,12.8474
mol16,rec_14_mol16.sdf,rec_final_14-noH.pdb,12.4945
mol16,rec_12_mol16.sdf,rec_final_12-noH.pdb,12.4679
mol16,rec_11_mol16.sdf,rec_final_11-noH.pdb,12.4186
mol16,rec_15_mol16.sdf,rec_final_15-noH.pdb,12.1402
mol16,rec_9_mol16.sdf,rec_final_9-noH.pdb,11.9776
mol16,rec_18_mol16.sdf,rec_final_18-noH.pdb,11.2960
mol16,rec_4_mol16.sdf,rec_final_4-noH.pdb,11.1644
mol16,rec_7_mol16.sdf,rec_final_7-noH.pdb,11.1452
mol16,rec_19_mol16.sdf,rec_final_19-noH.pdb,11.0335
mol16,rec_6_mol16.sdf,rec_final_6-noH.pdb,10.9330
mol17,rec_20_mol17.sdf,rec_final_20-noH.pdb,22.5343
mol17,rec_1_mol17.sdf,rec_final_1-noH.pdb,21.9067
mol17,rec_4_mol17.sdf,rec_final_4-noH.pdb,21.8550
mol17,rec_6_mol17.sdf,rec_final_6-noH.pdb,21.2485
mol17,rec_12_mol17.sdf,rec_final_12-noH.pdb,20.8945
mol17,rec_19_mol17.sdf,rec_final_19-noH.pdb,20.5721
mol17,rec_7_mol17.sdf,rec_final_7-noH.pdb,20.3901
mol17,rec_2_mol17.sdf,rec_final_2-noH.pdb,20.3201
mol17,rec_16_mol17.sdf,rec_final_16-noH.pdb,20.0839
mol17,rec_11_mol17.sdf,rec_final_11-noH.pdb,19.9516
mol17,rec_5_mol17.sdf,rec_final_5-noH.pdb,19.1885
mol17,rec_18_mol17.sdf,rec_final_18-noH.pdb,18.7883
mol17,rec_15_mol17.sdf,rec_final_15-noH.pdb,18.7191
mol17,rec_9_mol17.sdf,rec_final_9-noH.pdb,18.6528
mol17,rec_13_mol17.sdf,rec_final_13-noH.pdb,18.6021
mol17,rec_14_mol17.sdf,rec_final_14-noH.pdb,18.2260
mol18,rec_14_mol18.sdf,rec_final_14-noH.pdb,14.3829
mol18,rec_19_mol18.sdf,rec_final_19-noH.pdb,14.1300
mol18,rec_20_mol18.sdf,rec_final_20-noH.pdb,13.9355
mol18,rec_9_mol18.sdf,rec_final_9-noH.pdb,13.3986
mol18,rec_16_mol18.sdf,rec_final_16-noH.pdb,12.9384
mol18,rec_12_mol18.sdf,rec_final_12-noH.pdb,12.7823
mol18,rec_2_mol18.sdf,rec_final_2-noH.pdb,12.6749
mol18,rec_7_mol18.sdf,rec_final_7-noH.pdb,12.4210
mol18,rec_5_mol18.sdf,rec_final_5-noH.pdb,12.3661
mol18,rec_13_mol18.sdf,rec_final_13-noH.pdb,12.1436
mol18,rec_15_mol18.sdf,rec_final_15-noH.pdb,12.0855
mol18,rec_4_mol18.sdf,rec_final_4-noH.pdb,11.8615
mol18,rec_6_mol18.sdf,rec_final_6-noH.pdb,11.7884
mol18,rec_11_mol18.sdf,rec_final_11-noH.pdb,11.6626
mol18,rec_18_mol18.sdf,rec_final_18-noH.pdb,11.5106
mol19,rec_16_mol19.sdf,rec_final_16-noH.pdb,25.6388
mol19,rec_20_mol19.sdf,rec_final_20-noH.pdb,22.2093
mol19,rec_13_mol19.sdf,rec_final_13-noH.pdb,17.5448
mol19,rec_19_mol19.sdf,rec_final_19-noH.pdb,16.7792
mol19,rec_1_mol19.sdf,rec_final_1-noH.pdb,16.7241
mol19,rec_4_mol19.sdf,rec_final_4-noH.pdb,16.7004
mol19,rec_14_mol19.sdf,rec_final_14-noH.pdb,16.1496
mol19,rec_18_mol19.sdf,rec_final_18-noH.pdb,15.8399
mol19,rec_2_mol19.sdf,rec_final_2-noH.pdb,15.8216
mol19,rec_9_mol19.sdf,rec_final_9-noH.pdb,15.6273
mol19,rec_5_mol19.sdf,rec_final_5-noH.pdb,15.6044
mol19,rec_6_mol19.sdf,rec_final_6-noH.pdb,14.9698
mol19,rec_12_mol19.sdf,rec_final_12-noH.pdb,14.7625
mol19,rec_15_mol19.sdf,rec_final_15-noH.pdb,14.4973
mol19,rec_11_mol19.sdf,rec_final_11-noH.pdb,14.2636
mol19,rec_7_mol19.sdf,rec_final_7-noH.pdb,11.1402
mol20,rec_4_mol20.sdf,rec_final_4-noH.pdb,22.0941
mol20,rec_13_mol20.sdf,rec_final_13-noH.pdb,20.6937
mol20,rec_20_mol20.sdf,rec_final_20-noH.pdb,19.5278
mol20,rec_18_mol20.sdf,rec_final_18-noH.pdb,18.9291
mol20,rec_9_mol20.sdf,rec_final_9-noH.pdb,18.5025
mol20,rec_12_mol20.sdf,rec_final_12-noH.pdb,17.5523
mol20,rec_5_mol20.sdf,rec_final_5-noH.pdb,17.4477
mol20,rec_11_mol20.sdf,rec_final_11-noH.pdb,17.1520
mol20,rec_16_mol20.sdf,rec_final_16-noH.pdb,16.5877
mol20,rec_14_mol20.sdf,rec_final_14-noH.pdb,16.2658
mol20,rec_19_mol20.sdf,rec_final_19-noH.pdb,16.2019
mol20,rec_2_mol20.sdf,rec_final_2-noH.pdb,15.7335
mol20,rec_7_mol20.sdf,rec_final_7-noH.pdb,15.3806
mol20,rec_6_mol20.sdf,rec_final_6-noH.pdb,15.0780
mol20,rec_15_mol20.sdf,rec_final_15-noH.pdb,14.7295
mol21,rec_16_mol21.sdf,rec_final_16-noH.pdb,23.2932
mol21,rec_4_mol21.sdf,rec_final_4-noH.pdb,22.4657
mol21,rec_5_mol21.sdf,rec_final_5-noH.pdb,21.9941
mol21,rec_19_mol21.sdf,rec_final_19-noH.pdb,21.8767
mol21,rec_12_mol21.sdf,rec_final_12-noH.pdb,21.5836
mol21,rec_1_mol21.sdf,rec_final_1-noH.pdb,21.4661
mol21,rec_18_mol21.sdf,rec_final_18-noH.pdb,20.5127
mol21,rec_15_mol21.sdf,rec_final_15-noH.pdb,20.1810
mol21,rec_2_mol21.sdf,rec_final_2-noH.pdb,20.1295
mol21,rec_6_mol21.sdf,rec_final_6-noH.pdb,19.9543
mol21,rec_14_mol21.sdf,rec_final_14-noH.pdb,18.4887
mol21,rec_11_mol21.sdf,rec_final_11-noH.pdb,17.9832
mol21,rec_7_mol21.sdf,rec_final_7-noH.pdb,16.6133
mol22,rec_14_mol22.sdf,rec_final_14-noH.pdb,24.7044
mol22,rec_2_mol22.sdf,rec_final_2-noH.pdb,22.6313
mol22,rec_16_mol22.sdf,rec_final_16-noH.pdb,22.5381
mol22,rec_4_mol22.sdf,rec_final_4-noH.pdb,22.0885
mol22,rec_12_mol22.sdf,rec_final_12-noH.pdb,21.5996
mol22,rec_15_mol22.sdf,rec_final_15-noH.pdb,20.8426
mol22,rec_1_mol22.sdf,rec_final_1-noH.pdb,20.6990
mol22,rec_7_mol22.sdf,rec_final_7-noH.pdb,20.4779
mol22,rec_9_mol22.sdf,rec_final_9-noH.pdb,19.4469
mol22,rec_6_mol22.sdf,rec_final_6-noH.pdb,18.6538
mol22,rec_18_mol22.sdf,rec_final_18-noH.pdb,18.0180
mol22,rec_5_mol22.sdf,rec_final_5-noH.pdb,18.0045
mol22,rec_19_mol22.sdf,rec_final_19-noH.pdb,15.3332
mol22,rec_20_mol22.sdf,rec_final_20-noH.pdb,15.0624
mol22,rec_11_mol22.sdf,rec_final_11-noH.pdb,12.6016
mol22,rec_13_mol22.sdf,rec_final_13-noH.pdb,12.2976
mol23,rec_16_mol23.sdf,rec_final_16-noH.pdb,23.6530
mol23,rec_14_mol23.sdf,rec_final_14-noH.pdb,23.6324
mol23,rec_11_mol23.sdf,rec_final_11-noH.pdb,22.2333
mol23,rec_4_mol23.sdf,rec_final_4-noH.pdb,22.1489
mol23,rec_2_mol23.sdf,rec_final_2-noH.pdb,21.8899
mol23,rec_12_mol23.sdf,rec_final_12-noH.pdb,21.7998
mol23,rec_5_mol23.sdf,rec_final_5-noH.pdb,21.7519
mol23,rec_18_mol23.sdf,rec_final_18-noH.pdb,21.5191
mol23,rec_15_mol23.sdf,rec_final_15-noH.pdb,21.3703
mol23,rec_6_mol23.sdf,rec_final_6-noH.pdb,20.7617
mol23,rec_20_mol23.sdf,rec_final_20-noH.pdb,20.3456
mol23,rec_19_mol23.sdf,rec_final_19-noH.pdb,20.1543
mol23,rec_9_mol23.sdf,rec_final_9-noH.pdb,18.9137
mol23,rec_13_mol23.sdf,rec_final_13-noH.pdb,18.5252
mol23,rec_7_mol23.sdf,rec_final_7-noH.pdb,16.6786
mol23,rec_1_mol23.sdf,rec_final_1-noH.pdb,16.0157
mol24,rec_9_mol24.sdf,rec_final_9-noH.pdb,25.3334
mol24,rec_13_mol24.sdf,rec_final_13-noH.pdb,23.1832
mol24,rec_20_mol24.sdf,rec_final_20-noH.pdb,23.0300
